"cty","ZIP","Mode","TOS","Mode.VOMS","total_cap_exp","City","State","Service.Area.Sq.Miles","Sq.Miles","total_op_exp","max_trains","avg_speed","avg_trip_length","pax_per_hr","veh_revenue_hours","veh_revenue_miles","Train.Miles","Train.Hours","Unlinked.Passenger.Trips","Passenger.Miles","Directional.Route.Miles","track_miles_rev","track_miles_nonrev","fixed_guideway_miles","busway_exclusive_miles","control_access_miles","row_total_miles","cbsa","cbsaname","ctyname","spatial_id"
"39113","45402","TB","DO",26,4709586,"Dayton","OH",274,351,10910215,0,10.7338,4.1056,25.385,82100,881241,0,0,2084109,8556529,125.66,NA,NA,125.7,0,0,125.7,19380,"Dayton, OH","Montgomery County, OH",19380
"39113","45402","DR","DO",55,3263677,"Dayton","OH",274,351,17315045,0,14.294,8.6903,1.7138,139311,1991316,0,0,238749,2074794,0,NA,NA,NA,NA,NA,NA,19380,"Dayton, OH","Montgomery County, OH",19380
"39113","45402","TB","DO",26,3122309,"Dayton","OH",274,351,10910215,0,10.7338,4.1056,25.385,82100,881241,0,0,2084109,8556529,125.66,NA,NA,125.7,0,0,125.7,19380,"Dayton, OH","Montgomery County, OH",19380
"39115","43756","DR","DO",21,79596,"McConnelsville","OH",NA,NA,924623,0,19.2896,0,0.9289,25548,492810,0,0,23732,0,0,NA,NA,NA,NA,NA,NA,99999,"","Morgan County, OH",39115
"39115","43756","DR","DO",20,69783,"McConnelsville","OH",NA,NA,924623,0,19.2896,0,0.9289,25548,492810,0,0,23732,0,0,NA,NA,NA,NA,NA,NA,99999,"","Morgan County, OH",39115
"39119","43701","DR","DO",13,153258,"Zanesville","OH",NA,NA,2496805,0,23.0308,0,3.4125,11252,259143,0,0,38397,0,0,NA,NA,NA,NA,NA,NA,49780,"Zanesville, OH","Muskingum County, OH",49780
"39119","43701","MB","DO",5,61812,"Zanesville","OH",NA,NA,873302,0,15.692,0,7.0557,13338,209300,0,0,94109,0,0,NA,NA,NA,NA,NA,NA,49780,"Zanesville, OH","Muskingum County, OH",49780
"39119","43701","DR","DO",17,266919,"Zanesville","OH",NA,NA,2496805,0,23.0308,0,3.4125,11252,259143,0,0,38397,0,0,NA,NA,NA,NA,NA,NA,49780,"Zanesville, OH","Muskingum County, OH",49780
"39119","43701","MB","DO",5,125562,"Zanesville","OH",NA,NA,873302,0,15.692,0,7.0557,13338,209300,0,0,94109,0,0,NA,NA,NA,NA,NA,NA,49780,"Zanesville, OH","Muskingum County, OH",49780
"39123","43420","DR","DO",11,366426,"Fremont","OH",NA,NA,1154286,0,20.728,0,1.8163,17476,362242,0,0,31741,0,0,NA,NA,NA,NA,NA,NA,38840,"Port Clinton, OH","Ottawa County, OH",38840
"39123","43449","DR","DO",25,336453,"Oak Harbor","OH",NA,NA,2244630,0,21.8957,0,2.726,33712,738147,0,0,91900,0,0,NA,NA,NA,NA,NA,NA,38840,"Port Clinton, OH","Ottawa County, OH",38840
"39123","43449","DR","DO",29,333584,"Oak Harbor","OH",NA,NA,2244630,0,21.8957,0,2.726,33712,738147,0,0,91900,0,0,NA,NA,NA,NA,NA,NA,38840,"Port Clinton, OH","Ottawa County, OH",38840
"39127","43764","DR","DO",29,313455,"New Lexington","OH",NA,NA,1917720,0,17.0145,0,1.061,51763,880723,0,0,54918,0,0,NA,NA,NA,NA,NA,NA,18140,"Columbus, OH","Perry County, OH",18140
"39127","43764","DR","DO",27,330267,"New Lexington","OH",NA,NA,1917720,0,17.0145,0,1.061,51763,880723,0,0,54918,0,0,NA,NA,NA,NA,NA,NA,18140,"Columbus, OH","Perry County, OH",18140
"39131","45690","DR","DO",7,62561,"Piketon","OH",NA,NA,381712,0,17.2687,0,2.0975,11518,198901,0,0,24159,0,0,NA,NA,NA,NA,NA,NA,99999,"","Pike County, OH",39131
"39131","45690","DR","DO",7,119450,"Piketon","OH",NA,NA,381712,0,17.2687,0,2.0975,11518,198901,0,0,24159,0,0,NA,NA,NA,NA,NA,NA,99999,"","Pike County, OH",39131
"39133","44240","MB","DO",23,4952115,"Kent","OH",492,325,5039057,0,12.8408,2.6302,17.4806,65236,837681,0,0,1140362,2999437,240.4,NA,NA,0,0,0,0,10420,"Akron, OH","Portage County, OH",10420
"39133","44240","DR","DO",26,258797,"Kent","OH",492,325,4089669,0,18.6579,8.4328,2.2828,36213,675660,0,0,82666,697107,0,NA,NA,NA,NA,NA,NA,10420,"Akron, OH","Portage County, OH",10420
"39133","44240","MB","DO",23,1222279,"Kent","OH",492,325,5039057,0,12.8408,2.6302,17.4806,65236,837681,0,0,1140362,2999437,240.4,NA,NA,0,0,0,0,10420,"Akron, OH","Portage County, OH",10420
"39133","44240","DR","DO",26,304694,"Kent","OH",492,325,4089669,0,18.6579,8.4328,2.2828,36213,675660,0,0,82666,697107,0,NA,NA,NA,NA,NA,NA,10420,"Akron, OH","Portage County, OH",10420
"39139","44902","MB","PT",10,19307,"Mansfield","OH",74,50,1651307,0,14.3994,0,10.387,21593,310927,0,0,224286,0,0,NA,NA,NA,NA,NA,NA,31900,"Mansfield, OH","Richland County, OH",31900
"39139","44902","DR","PT",6,523850,"Mansfield","OH",74,50,488838,0,11.2182,0,2.3393,5977,67051,0,0,13982,0,0,NA,NA,NA,NA,NA,NA,31900,"Mansfield, OH","Richland County, OH",31900
"39139","44902","MB","PT",10,189845,"Mansfield","OH",74,50,1651307,0,14.3994,0,10.387,21593,310927,0,0,224286,0,0,NA,NA,NA,NA,NA,NA,31900,"Mansfield, OH","Richland County, OH",31900
"39145","45662","DR","DO",9,63967,"Portsmouth","OH",NA,NA,725909,0,13.8006,0,3.6472,11109,153311,0,0,40517,0,0,NA,NA,NA,NA,NA,NA,39020,"Portsmouth, OH","Scioto County, OH",39020
"39145","45662","DR","DO",7,49569,"Portsmouth","OH",NA,NA,725909,0,13.8006,0,3.6472,11109,153311,0,0,40517,0,0,NA,NA,NA,NA,NA,NA,39020,"Portsmouth, OH","Scioto County, OH",39020
"39147","44883","DR","DO",30,149286,"Tiffin","OH",NA,NA,1743499,0,15.2429,0,3.4487,33185,505835,0,0,114444,0,0,NA,NA,NA,NA,NA,NA,45660,"Tiffin, OH","Seneca County, OH",45660
"39147","44883","DR","DO",26,297998,"Tiffin","OH",NA,NA,1743499,0,15.2429,0,3.4487,33185,505835,0,0,114444,0,0,NA,NA,NA,NA,NA,NA,45660,"Tiffin, OH","Seneca County, OH",45660
"39151","44707","MB","DO",36,4730490,"Canton","OH",581,166,14456931,0,16.2655,6.7136,16.0645,142551,2318669,0,0,2290017,15374255,548.8,NA,NA,0,0,0,0,15940,"Canton-Massillon, OH","Stark County, OH",15940
"39151","44707","MB","DO",36,2504679,"Canton","OH",581,166,14456931,0,16.2655,6.7136,16.0645,142551,2318669,0,0,2290017,15374255,548.8,NA,NA,0,0,0,0,15940,"Canton-Massillon, OH","Stark County, OH",15940
"39153","44301","MB","DO",121,4551519,"Akron","OH",420,325,41529820,0,12.9326,4.3832,15.4511,315326,4077986,0,0,4872140,21355560,653.1,NA,NA,0,0,0,0,10420,"Akron, OH","Summit County, OH",10420
"39153","44301","MB","DO",122,9137379,"Akron","OH",420,325,41529820,0,12.9326,4.3832,15.4511,315326,4077986,0,0,4872140,21355560,653.1,NA,NA,0,0,0,0,10420,"Akron, OH","Summit County, OH",10420
"39157","44622","DR","DO",12,222860,"Dover","OH",NA,NA,1340361,0,19.1119,0,1.3534,42020,803081,0,0,56868,0,0,NA,NA,NA,NA,NA,NA,35420,"New Philadelphia-Dover, OH","Tuscarawas County, OH",35420
"39157","44622","DR","DO",16,142577,"Dover","OH",NA,NA,1340361,0,19.1119,0,1.3534,42020,803081,0,0,56868,0,0,NA,NA,NA,NA,NA,NA,35420,"New Philadelphia-Dover, OH","Tuscarawas County, OH",35420
"39165","45036","DR","PT",19,299297,"Lebanon","OH",72,788,858267,0,12.7102,0,1.2014,28649,364135,0,0,34418,0,0,NA,NA,NA,NA,NA,NA,17140,"Cincinnati, OH-KY-IN","Warren County, OH",17140
"39165","45036","DR","PT",19,111145,"Lebanon","OH",72,788,858267,0,12.7102,0,1.2014,28649,364135,0,0,34418,0,0,NA,NA,NA,NA,NA,NA,17140,"Cincinnati, OH-KY-IN","Warren County, OH",17140
"39167","45750","DR","PT",1,34883,"Marietta","OH",53,NA,117527,0,5.9465,0,1.253,2541,15110,0,0,3184,0,0,NA,NA,NA,NA,NA,NA,31930,"Marietta, OH","Washington County, OH",31930
"39173","43402","DR","DO",7,36548,"Bowling Green","OH",NA,NA,566288,0,18.5566,0,5.0426,6612,122696,0,0,33342,0,0,NA,NA,NA,NA,NA,NA,45780,"Toledo, OH","Wood County, OH",45780
"39173","43402","DR","DO",7,36719,"Bowling Green","OH",NA,NA,566288,0,18.5566,0,5.0426,6612,122696,0,0,33342,0,0,NA,NA,NA,NA,NA,NA,45780,"Toledo, OH","Wood County, OH",45780
"40005","74525","DR","DO",52,576959,"Atoka","OK",NA,NA,1460983,0,16.274,0,2.9836,47605,774724,0,0,142032,0,0,NA,NA,NA,NA,NA,NA,99999,"","Atoka County, OK",40005
"40013","74702","DR","DO",32,44177,"Durant","OK",NA,NA,1487509,0,13.0452,0,2.7357,37593,490407,0,0,102845,0,0,NA,NA,NA,NA,NA,NA,20460,"Durant, OK","Bryan County, OK",20460
"40015","73015","DR","DO",6,40854,"Carnegie","OK",NA,0,130530,0,42.1034,0,4.0994,1489,62692,0,0,6104,0,0,NA,NA,NA,NA,NA,NA,99999,"","Caddo County, OK",40015
"40015","73015","DR","DO",6,80000,"Carnegie","OK",NA,0,130530,0,42.1034,0,4.0994,1489,62692,0,0,6104,0,0,NA,NA,NA,NA,NA,NA,99999,"","Caddo County, OK",40015
"40017","73022","DR","DO",2,81728,"Concho","OK",NA,0,6499,0,33.1532,0,0.8559,111,3680,0,0,95,0,0,NA,NA,NA,NA,NA,NA,36420,"Oklahoma City, OK","Canadian County, OK",36420
"40021","74465","DR","DO",7,17500,"Tahlequah","OK",NA,0,147759,0,15.0764,0,2.732,3676,55421,0,0,10043,0,0,NA,NA,NA,NA,NA,NA,45140,"Tahlequah, OK","Cherokee County, OK",45140
"40023","74743","DR","DO",55,265474,"Hugo","OK",NA,NA,1662250,0,17.3382,0,2.335,42063,729295,0,0,98219,0,0,NA,NA,NA,NA,NA,NA,99999,"","Choctaw County, OK",40023
"40023","74743","DR","DO",55,2392,"Hugo","OK",NA,NA,1662250,0,17.3382,0,2.335,42063,729295,0,0,98219,0,0,NA,NA,NA,NA,NA,NA,99999,"","Choctaw County, OK",40023
"40023","74743","DR","DO",25,498359,"Hugo","OK",NA,0,1630742,0,37.7104,0,1.6201,27130,1023083,0,0,43952,0,0,NA,NA,NA,NA,NA,NA,99999,"","Choctaw County, OK",40023
"40023","74743","DR","DO",24,520312,"Hugo","OK",NA,0,1630742,0,37.7104,0,1.6201,27130,1023083,0,0,43952,0,0,NA,NA,NA,NA,NA,NA,99999,"","Choctaw County, OK",40023
"40027","73019","MB","DO",17,10236," Norman","OK",178,45,3079020,0,13.4276,0,28.0446,40606,545243,0,0,1138781,0,0,NA,NA,NA,NA,NA,NA,36420,"Oklahoma City, OK","Cleveland County, OK",36420
"40031","73502","DR","DO",10,49000,"Lawton","OK",NA,0,1090274,0,17.9289,0,2.4339,11527,206666,0,0,28056,0,0,NA,NA,NA,NA,NA,NA,30020,"Lawton, OK","Comanche County, OK",30020
"40031","73502","DR","DO",10,35546,"Lawton","OK",NA,0,1090274,0,17.9289,0,2.4339,11527,206666,0,0,28056,0,0,NA,NA,NA,NA,NA,NA,30020,"Lawton, OK","Comanche County, OK",30020
"40031","73502","MB","DO",15,2357706,"Lawton","OK",42,44,2374182,0,14.5129,0,9.541,36343,527443,0,0,346748,0,0,NA,NA,NA,NA,NA,NA,30020,"Lawton, OK","Comanche County, OK",30020
"40035","74332","DR","DO",32,457841,"Big Cabin","OK",NA,NA,2338573,0,13.5068,0,2.5487,66776,901927,0,0,170194,0,0,NA,NA,NA,NA,NA,NA,99999,"","Craig County, OK",40035
"40035","74332","DR","DO",31,198423,"Big Cabin","OK",NA,NA,2338573,0,13.5068,0,2.5487,66776,901927,0,0,170194,0,0,NA,NA,NA,NA,NA,NA,99999,"","Craig County, OK",40035
"40047","73738","DR","DO",48,229908,"ENID","OK",NA,NA,1325641,0,18.6229,0,1.0928,45821,853318,0,0,50074,0,0,NA,NA,NA,NA,NA,NA,21420,"Enid, OK","Garfield County, OK",21420
"40047","73703","DR","DO",14,195770,"Enid","OK",NA,NA,646856,0,13.5563,0,2.9899,17951,243349,0,0,53671,0,0,NA,NA,NA,NA,NA,NA,21420,"Enid, OK","Garfield County, OK",21420
"40051","73023","DR","DO",11,40460,"Chickasha","OK",NA,NA,265047,0,9.0426,0,1.4384,10458,94567,0,0,15043,0,0,NA,NA,NA,NA,NA,NA,36420,"Oklahoma City, OK","Grady County, OK",36420
"40051","73023","DR","DO",9,39466,"Chickasha","OK",NA,NA,265047,0,9.0426,0,1.4384,10458,94567,0,0,15043,0,0,NA,NA,NA,NA,NA,NA,36420,"Oklahoma City, OK","Grady County, OK",36420
"40061","74462","DR","DO",185,1349827,"Stigler","OK",NA,NA,8279115,0,18.2713,0,2.3016,265536,4851680,0,0,611157,0,0,NA,NA,NA,NA,NA,NA,99999,"","Haskell County, OK",40061
"40061","74462","DR","DO",179,2037560,"Stigler","OK",NA,NA,8279115,0,18.2713,0,2.3016,265536,4851680,0,0,611157,0,0,NA,NA,NA,NA,NA,NA,99999,"","Haskell County, OK",40061
"40063","74884","DR","DO",5,35649,"Wewoka","OK",0,0,498455,0,26.292,0,3.0068,8820,231895,0,0,26520,0,0,NA,NA,NA,NA,NA,NA,99999,"","Hughes County, OK",40063
"40065","73522","DR","DO",26,175245,"Altus","OK",NA,NA,987787,0,17.9175,0,2.4799,27281,488807,0,0,67653,0,0,NA,NA,NA,NA,NA,NA,11060,"Altus, OK","Jackson County, OK",11060
"40083","73044","DR","DO",36,385834,"Guthrie","OK",NA,NA,2133897,0,22.8035,0,1.9075,65340,1489983,0,0,124639,0,0,NA,NA,NA,NA,NA,NA,36420,"Oklahoma City, OK","Logan County, OK",36420
"40083","73044","MB","DO",2,650585,"Guthrie","OK",NA,NA,29994,0,15.3541,0,4.3886,1364,20943,0,0,5986,0,0,NA,NA,NA,NA,NA,NA,36420,"Oklahoma City, OK","Logan County, OK",36420
"40093","73737","DR","DO",25,39657,"Fairview","OK",NA,NA,948018,0,24.2829,0,0.6195,33937,824090,0,0,21023,0,0,NA,NA,NA,NA,NA,NA,99999,"","Major County, OK",40093
"40093","73737","DR","DO",33,151306,"Fairview","OK",NA,NA,948018,0,24.2829,0,0.6195,33937,824090,0,0,21023,0,0,NA,NA,NA,NA,NA,NA,99999,"","Major County, OK",40093
"40101","74402","DR","DO",25,40331,"Muskogee","OK",NA,NA,1096482,0,13.5756,0,1.3773,38384,521084,0,0,52868,0,0,NA,NA,NA,NA,NA,NA,34780,"Muskogee, OK","Muskogee County, OK",34780
"40101","74402","DR","DO",34,40331,"Muskogee","OK",NA,NA,1096482,0,13.5756,0,1.3773,38384,521084,0,0,52868,0,0,NA,NA,NA,NA,NA,NA,34780,"Muskogee, OK","Muskogee County, OK",34780
"40101","74402","MB","DO",5,86569,"Muskogee","OK",NA,NA,274121,0,14.1234,0,4.0733,9130,128947,0,0,37189,0,0,NA,NA,NA,NA,NA,NA,34780,"Muskogee, OK","Muskogee County, OK",34780
"40107","74447","DR","DO",20,69660,"Okmulgee","OK",NA,0,744946,0,18.1884,0,2.9522,20747,377354,0,0,61249,0,0,NA,NA,NA,NA,NA,NA,99999,"","Okfuskee County, OK",40107
"40109","73108","FB","PT",2,152814,"Oklahoma City","OK",244,411,756885,0,4.0511,2.3768,9.8446,901,3650,0,0,8870,21082,12.94,NA,NA,NA,NA,NA,NA,36420,"Oklahoma City, OK","Oklahoma County, OK",36420
"40109","73108","SR","PT",0,31071087,"Oklahoma City","OK",244,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36420,"Oklahoma City, OK","Oklahoma County, OK",36420
"40109","73083","DR","PT",2,249190,"Edmond","OK",90,411,278556,0,14.5844,0,3.439,2868,41828,0,0,9863,0,0,NA,NA,NA,NA,NA,NA,36420,"Oklahoma City, OK","Oklahoma County, OK",36420
"40109","73108","MB","DO",49,4372303,"Oklahoma City","OK",244,411,20905971,0,15.3116,5.0037,15.9566,185432,2839255,0,0,2958863,14805352,468.5,NA,NA,0,0,0,0,36420,"Oklahoma City, OK","Oklahoma County, OK",36420
"40109","73108","FB","PT",2,5958,"Oklahoma City","OK",244,411,756885,0,4.0511,2.3768,9.8446,901,3650,0,0,8870,21082,12.94,NA,NA,NA,NA,NA,NA,36420,"Oklahoma City, OK","Oklahoma County, OK",36420
"40109","73108","SR","PT",0,54692046,"Oklahoma City","OK",244,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36420,"Oklahoma City, OK","Oklahoma County, OK",36420
"40109","73108","MB","DO",49,6267020,"Oklahoma City","OK",244,411,20905971,0,15.3116,5.0037,15.9566,185432,2839255,0,0,2958863,14805352,468.5,NA,NA,0,0,0,0,36420,"Oklahoma City, OK","Oklahoma County, OK",36420
"40117","74058","DR","DO",58,471220,"Pawnee ","OK",NA,NA,2214017,0,15.9241,0,1.3466,92996,1480879,0,0,125231,0,0,NA,NA,NA,NA,NA,NA,46140,"Tulsa, OK","Pawnee County, OK",46140
"40117","74058","DR","DO",58,39513,"Pawnee ","OK",NA,NA,2214017,0,15.9241,0,1.3466,92996,1480879,0,0,125231,0,0,NA,NA,NA,NA,NA,NA,46140,"Tulsa, OK","Pawnee County, OK",46140
"40119","74078","MB","DO",17,7565,"Stillwater","OK",NA,NA,2895279,0,16.196,0,13.1972,39874,645798,0,0,526225,0,0,NA,NA,NA,NA,NA,NA,44660,"Stillwater, OK","Payne County, OK",44660
"40119","74078","MB","DO",17,3995860,"Stillwater","OK",NA,NA,2895279,0,16.196,0,13.1972,39874,645798,0,0,526225,0,0,NA,NA,NA,NA,NA,NA,44660,"Stillwater, OK","Payne County, OK",44660
"40119","74078","DR","DO",3,555724,"Stillwater","OK",NA,NA,189339,0,5.2803,0,1.315,7082,37395,0,0,9313,0,0,NA,NA,NA,NA,NA,NA,44660,"Stillwater, OK","Payne County, OK",44660
"40123","74821","DR","DO",36,71642,"Ada","OK",NA,0,3731230,0,21.7988,0,1.4242,36927,804963,0,0,52592,0,0,NA,NA,NA,NA,NA,NA,10220,"Ada, OK","Pontotoc County, OK",10220
"40125","74801","DR","DO",7,45884,"Shawnee","OK",NA,0,472088,0,11.2249,0,2.1589,17838,200229,0,0,38510,0,0,NA,NA,NA,NA,NA,NA,43060,"Shawnee, OK","Pottawatomie County, OK",43060
"40125","74801","DR","DO",7,63055,"Shawnee","OK",NA,0,472088,0,11.2249,0,2.1589,17838,200229,0,0,38510,0,0,NA,NA,NA,NA,NA,NA,43060,"Shawnee, OK","Pottawatomie County, OK",43060
"40125","74802","DR","DO",10,239480,"Shawnee","OK",NA,NA,553155,0,15.4083,0,1.4425,14878,229245,0,0,21462,0,0,NA,NA,NA,NA,NA,NA,43060,"Shawnee, OK","Pottawatomie County, OK",43060
"40141","73542","DR","DO",103,552524,"Frederick","OK",NA,NA,2782831,0,20.7568,0,2.3051,80592,1672830,0,0,185771,0,0,NA,NA,NA,NA,NA,NA,99999,"","Tillman County, OK",40141
"40141","73542","DR","DO",111,800416,"Frederick","OK",NA,NA,2782831,0,20.7568,0,2.3051,80592,1672830,0,0,185771,0,0,NA,NA,NA,NA,NA,NA,99999,"","Tillman County, OK",40141
"40143","74120","MB","DO",53,4270790,"Tulsa","OK",254,336,15105219,0,14.6025,5.28,14.7723,181487,2650169,0,0,2680985,14155601,626.8,NA,NA,0,0,0,0,46140,"Tulsa, OK","Tulsa County, OK",46140
"40143","74120","MB","PT",7,573569,"Tulsa","OK",254,336,915448,0,14.9224,6.92,6.1694,15392,229686,0,0,94959,657116,165.8,NA,NA,0,0,0,0,46140,"Tulsa, OK","Tulsa County, OK",46140
"40143","74120","MB","DO",52,366764,"Tulsa","OK",254,336,15105219,0,14.6025,5.28,14.7723,181487,2650169,0,0,2680985,14155601,626.8,NA,NA,0,0,0,0,46140,"Tulsa, OK","Tulsa County, OK",46140
"40143","74120","DR","PT",28,1616032,"Tulsa","OK",254,336,3966147,0,17.3752,8.37,2.0761,51438,893748,0,0,106788,893816,0,NA,NA,NA,NA,NA,NA,46140,"Tulsa, OK","Tulsa County, OK",46140
"40143","74120","DR","PT",33,3211244,"Tulsa","OK",254,336,3966147,0,17.3752,8.37,2.0761,51438,893748,0,0,106788,893816,0,NA,NA,NA,NA,NA,NA,46140,"Tulsa, OK","Tulsa County, OK",46140
"41003","97321","MB","DO",4,849505,"Albany","OR",20,24,1234093,0,17.4763,0,17.2093,10500,183501,0,0,180698,0,0,NA,NA,NA,NA,NA,NA,18700,"Corvallis, OR","Benton County, OR",18700
"41003","97333","DR","PT",18,88855,"Corvallis","OR",676,21,1372850,0,11.9018,0,2.7124,30853,367205,0,0,83686,0,0,NA,NA,NA,NA,NA,NA,18700,"Corvallis, OR","Benton County, OR",18700
"41003","97339","MB","PT",11,839237,"Corvallis","OR",14,21,3004021,0,14.6302,3.2473,38.1742,29353,429441,0,0,1120526,3638715,85,NA,NA,0,0,0,0,18700,"Corvallis, OR","Benton County, OR",18700
"41003","97333","DR","PT",15,73007,"Corvallis","OR",676,21,1372850,0,11.9018,0,2.7124,30853,367205,0,0,83686,0,0,NA,NA,NA,NA,NA,NA,18700,"Corvallis, OR","Benton County, OR",18700
"41003","97339","MB","PT",11,549624,"Corvallis","OR",14,21,3004021,0,14.6302,3.2473,38.1742,29353,429441,0,0,1120526,3638715,85,NA,NA,0,0,0,0,18700,"Corvallis, OR","Benton County, OR",18700
"41005","97013","MB","PT",3,128661,"Canby","OR",NA,NA,977126,0,18.7813,0,6.9191,8367,157143,0,0,57892,0,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97013","DR","PT",5,132127,"Canby","OR",NA,NA,702261,0,11.0431,0,2.842,6033,66623,0,0,17146,0,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97070","DR","DO",6,39231,"Wilsonville","OR",80,524,1044308,0,11.8386,5.5962,3.0199,7200,85238,0,0,21743,121678,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97045","DR","DO",5,41086,"Oregon City","OR",NA,NA,852703,0,11.5438,0,2.4258,20811,240237,0,0,50484,0,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97055","DR","PT",3,414483,"Sandy","OR",NA,NA,391036,0,16.017,0,2.7384,5341,85547,0,0,14626,0,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97038","CB","PT",3,752957,"Molalla","OR",NA,NA,538374,0,27.2399,0,7.4212,9032,246031,0,0,67028,0,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97038","MB","PT",1,212373,"Molalla","OR",NA,NA,166560,0,6.7154,0,9.4103,2547,17104,0,0,23968,0,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97045","CB","PT",3,23553,"Oregon City","OR",NA,NA,476924,0,27.4142,0,9.1926,6572,180166,0,0,60414,0,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97045","MB","PT",2,3297,"Oregon City","OR",NA,NA,104137,0,35.039,0,4.6411,1435,50281,0,0,6660,0,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97045","DR","DO",3,6986,"Oregon City","OR",NA,NA,852703,0,11.5438,0,2.4258,20811,240237,0,0,50484,0,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97045","CB","PT",3,25068,"Oregon City","OR",NA,NA,476924,0,27.4142,0,9.1926,6572,180166,0,0,60414,0,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97055","DR","PT",3,22063,"Sandy","OR",NA,NA,391036,0,16.017,0,2.7384,5341,85547,0,0,14626,0,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97045","MB","PT",2,5503,"Oregon City","OR",NA,NA,104137,0,35.039,0,4.6411,1435,50281,0,0,6660,0,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97070","MB","DO",12,206082,"Wilsonville","OR",80,524,4080425,0,17.2961,7.5309,9.0969,29589,511775,0,0,269167,2027080,162,NA,NA,0,0,0,0,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97055","MB","PT",1,13525,"Sandy","OR",NA,NA,53692,0,14.8439,0,5.7143,756,11222,0,0,4320,0,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97055","CB","PT",3,330785,"Sandy","OR",NA,NA,897583,0,24.6793,0,10.9289,10141,250273,0,0,110830,0,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97071","MB","DO",3,22232,"Woodburn","OR",NA,NA,361700,0,14.7713,0,6.8343,3048,45023,0,0,20831,0,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97070","MB","DO",12,780991,"Wilsonville","OR",80,524,4080425,0,17.2961,7.5309,9.0969,29589,511775,0,0,269167,2027080,162,NA,NA,0,0,0,0,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41005","97055","CB","PT",3,55157,"Sandy","OR",NA,NA,897583,0,24.6793,0,10.9289,10141,250273,0,0,110830,0,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Clackamas County, OR",38900
"41007","97103","MB","DO",5,338277,"Astoria","OR",NA,NA,1492727,0,20.1176,0,11.6666,17433,350710,0,0,203384,0,0,NA,NA,NA,NA,NA,NA,11820,"Astoria, OR","Clatsop County, OR",11820
"41007","97103","DR","DO",3,133719,"Astoria","OR",NA,NA,319919,0,14.4965,0,1.1017,7513,108912,0,0,8277,0,0,NA,NA,NA,NA,NA,NA,11820,"Astoria, OR","Clatsop County, OR",11820
"41007","97103","MB","DO",13,212931,"Astoria","OR",NA,NA,1492727,0,20.1176,0,11.6666,17433,350710,0,0,203384,0,0,NA,NA,NA,NA,NA,NA,11820,"Astoria, OR","Clatsop County, OR",11820
"41009","97051","DR","PT",10,60295,"St. Helens","OR",NA,NA,164300,0,14.3224,0,2.4109,7218,103379,0,0,17402,0,0,NA,NA,NA,NA,NA,NA,38900,"Portland-Vancouver-Hillsboro, OR-WA","Columbia County, OR",38900
